No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,hujan,musim
1863,2013,5,17,14,127.0,171.0,47.0,72.0,900.0,146.727,24.4,1004.6,13.9,0.0,SSW,2.1,Guanyuan,False,Other
1864,2013,5,17,15,112.0,147.0,42.0,32.0,900.0,173.502,24.2,1003.9,13.1,0.0,SW,3.4,Guanyuan,False,Other
1865,2013,5,17,16,103.0,139.0,39.0,28.0,900.0,176.0724,24.0,1003.9,14.1,0.0,SSW,2.6,Guanyuan,False,Other
1866,2013,5,17,17,93.0,126.0,34.0,26.0,900.0,179.2854,23.5,1003.8,14.2,0.0,SW,2.1,Guanyuan,False,Other
1867,2013,5,17,18,105.0,162.0,33.0,29.0,900.0,183.3552,23.2,1003.6,14.7,0.0,SSW,2.4,Guanyuan,False,Other
1868,2013,5,17,19,131.0,193.0,38.0,34.0,900.0,177.3576,22.6,1003.7,14.9,0.0,SSW,1.3,Guanyuan,False,Other
1869,2013,5,17,20,145.0,203.0,39.0,36.0,900.0,164.7198,22.2,1004.2,15.3,0.0,S,1.8,Guanyuan,False,Other
1870,2013,5,17,21,145.0,210.0,43.0,36.0,900.0,152.5104,21.9,1004.4,14.8,0.0,SSW,1.0,Guanyuan,False,Other
1871,2013,5,17,22,133.0,180.0,35.0,34.0,900.0,136.6596,21.2,1004.0,14.4,0.0,SW,1.2,Guanyuan,False,Other
1872,2013,5,17,23,133.0,180.0,35.0,34.0,900.0,129.591,20.3,1003.7,14.9,0.0,SW,0.9,Guanyuan,False,Other
1873,2013,5,18,0,122.0,168.0,32.0,33.0,900.0,118.6668,19.2,1003.4,15.5,0.0,WNW,0.4,Guanyuan,False,Other
1874,2013,5,18,1,132.0,166.0,32.0,35.0,900.0,103.2444,19.0,1003.4,15.3,0.0,NE,0.8,Guanyuan,False,Other
1875,2013,5,18,2,149.0,214.0,27.0,113.0,900.0,13.923,18.4,1003.0,15.5,0.0,NE,1.1,Guanyuan,False,Other
1876,2013,5,18,3,148.0,204.0,25.0,90.0,900.0,29.1312,18.1,1002.6,15.4,0.0,NE,1.0,Guanyuan,False,Other
1877,2013,5,18,4,153.0,199.0,31.0,68.0,900.0,38.9844,17.8,1002.1,15.2,0.0,NNE,1.3,Guanyuan,False,Other
1878,2013,5,18,5,166.0,217.0,36.0,81.0,900.0,18.8496,17.8,1002.5,15.4,0.0,NNE,1.1,Guanyuan,False,Other
1879,2013,5,18,6,181.0,238.0,39.0,77.0,900.0,19.0638,18.3,1003.1,15.9,0.0,WSW,0.6,Guanyuan,False,Other
1880,2013,5,18,7,182.0,231.0,47.0,56.0,900.0,35.5572,19.2,1002.9,15.9,0.0,SSW,1.9,Guanyuan,False,Other
1881,2013,5,18,8,163.0,189.0,44.0,41.0,900.0,37.2708,19.9,1002.5,16.3,0.0,WSW,2.7,Guanyuan,False,Other
1882,2013,5,18,9,141.0,158.0,47.0,35.0,900.0,48.195,20.7,1002.2,16.1,0.0,WSW,4.3,Guanyuan,False,Other
1883,2013,5,18,10,143.0,162.0,54.264,30.3844,900.0,63.189,21.7,1001.9,16.2,0.0,SW,2.4,Guanyuan,False,Other
1884,2013,5,18,11,152.0,171.0,67.0,26.0,900.0,91.035,22.6,1001.0,15.9,0.0,WSW,2.9,Guanyuan,False,Other
1885,2013,5,18,12,146.0,171.0,62.0,24.0,900.0,131.9472,22.7,1000.1,15.3,0.0,SW,3.1,Guanyuan,False,Other
1886,2013,5,18,13,100.0,118.0,48.0,20.0,900.0,140.5152,23.8,999.2,15.6,0.0,SSW,2.5,Guanyuan,False,Other
1887,2013,5,18,14,78.0,106.0,38.0,15.0,900.0,151.011,23.2,998.8,15.5,0.0,SSW,2.9,Guanyuan,False,Other
1888,2013,5,18,15,78.0,98.0,32.0,13.0,900.0,157.6512,23.3,998.0,15.1,0.0,SSW,2.8,Guanyuan,False,Other
1889,2013,5,18,16,82.0,101.0,27.0,13.0,900.0,164.5056,23.2,997.6,14.7,0.0,SW,3.9,Guanyuan,False,Other
1890,2013,5,18,17,82.0,105.0,26.0,17.0,900.0,164.0772,23.0,997.2,14.8,0.0,SW,3.0,Guanyuan,False,Other
1891,2013,5,18,18,81.0,98.0,25.0,20.0,900.0,160.2216,22.9,997.5,14.5,0.0,SW,3.7,Guanyuan,False,Other
1892,2013,5,18,19,80.0,100.0,24.0,19.0,900.0,158.508,22.8,997.8,14.4,0.0,SSW,3.1,Guanyuan,False,Other
1893,2013,5,18,20,71.0,97.0,22.0,23.0,900.0,145.2276,21.3,998.4,14.2,0.0,S,2.3,Guanyuan,False,Other
1894,2013,5,18,21,39.0,78.0,19.0,25.0,900.0,115.0254,20.1,998.2,14.0,0.0,S,3.0,Guanyuan,False,Other
1895,2013,5,18,22,40.0,64.0,18.0,23.0,900.0,106.029,19.5,999.5,13.9,0.0,SSW,1.4,Guanyuan,False,Other
1896,2013,5,18,23,39.0,61.0,19.0,24.0,900.0,97.0326,19.1,998.9,13.9,0.0,S,2.2,Guanyuan,False,Other
1897,2013,5,19,0,52.0,55.0,20.0,30.0,900.0,82.2528,18.5,998.2,14.4,0.0,SSW,1.3,Guanyuan,False,Other
1898,2013,5,19,1,55.0,58.0,20.0,30.0,900.0,73.899,17.9,996.9,14.6,0.0,S,1.6,Guanyuan,False,Other
1899,2013,5,19,2,41.0,48.0,19.0,30.0,900.0,68.7582,17.8,996.8,14.5,0.0,SW,1.0,Guanyuan,False,Other
1900,2013,5,19,3,66.0,48.0,19.0,26.0,900.0,70.0434,17.7,996.3,14.4,0.0,SW,1.4,Guanyuan,False,Other
1901,2013,5,19,4,47.0,50.0,17.0,26.0,900.0,64.4742,17.5,995.4,14.6,0.0,S,0.8,Guanyuan,False,Other
1902,2013,5,19,5,47.0,50.0,17.0,26.0,900.0,57.1914,17.4,994.8,14.5,0.0,SSW,1.5,Guanyuan,False,Other
1903,2013,5,19,6,46.0,56.0,16.0,29.0,900.0,49.4802,17.5,994.0,14.6,0.0,WSW,2.0,Guanyuan,False,Other
1904,2013,5,19,7,50.0,65.0,16.0,39.0,900.0,38.9844,17.8,992.8,14.7,0.0,SSW,1.5,Guanyuan,False,Other
1905,2013,5,19,8,71.0,74.0,18.0,44.0,900.0,34.9146,18.4,992.1,15.1,0.0,SW,1.8,Guanyuan,False,Other
1906,2013,5,19,9,88.0,100.0,24.0,45.0,900.0,36.1998,18.8,992.7,15.3,0.0,NNW,3.1,Guanyuan,False,Other
1907,2013,5,19,10,101.0,126.0,27.0,40.0,900.0,42.6258,20.2,993.1,15.0,0.0,NE,2.2,Guanyuan,False,Other
1908,2013,5,19,11,128.0,217.0,30.0,51.0,900.0,28.917,24.7,992.8,5.5,0.0,NNW,5.3,Guanyuan,False,Other
1909,2013,5,19,12,123.0,161.0,29.0,43.0,900.0,49.9086,25.6,993.3,-3.0,0.0,NW,6.4,Guanyuan,False,Other
1910,2013,5,19,13,75.0,807.0,10.0,17.0,900.0,80.1108,25.6,993.4,-5.9,0.0,NNW,5.6,Guanyuan,False,Other
1911,2013,5,19,14,41.0,464.0,6.0,12.0,900.0,92.7486,25.6,993.3,-5.9,0.0,NNW,5.8,Guanyuan,False,Other
1912,2013,5,19,15,42.0,438.0,6.0,11.0,900.0,89.3214,25.5,993.4,-6.0,0.0,NNW,7.4,Guanyuan,False,Other
1913,2013,5,19,16,32.0,408.0,5.0,13.0,900.0,85.8942,25.4,993.7,-5.0,0.0,NW,4.3,Guanyuan,False,Other
1914,2013,5,19,17,26.0,345.0,5.0,13.0,900.0,83.7522,24.6,994.4,-5.7,0.0,NNW,3.9,Guanyuan,False,Other
1915,2013,5,19,18,26.0,453.0,6.0,15.0,900.0,81.1818,23.3,995.4,-4.0,0.0,N,4.8,Guanyuan,False,Other
1916,2013,5,19,19,30.0,271.0,5.0,15.0,900.0,77.7546,22.1,996.5,-4.1,0.0,N,4.8,Guanyuan,False,Other
1917,2013,5,19,20,31.0,183.0,4.0,20.0,900.0,67.0446,21.1,997.4,-4.2,0.0,N,2.8,Guanyuan,False,Other
1918,2013,5,19,21,17.0,114.0,4.0,23.0,900.0,64.0458,20.5,998.2,-3.3,0.0,NNE,2.7,Guanyuan,False,Other
1919,2013,5,19,22,11.0,65.0,4.0,23.0,900.0,64.26,16.7,998.7,-1.4,0.0,NNE,0.9,Guanyuan,False,Other
1920,2013,5,19,23,10.0,56.0,4.0,28.0,900.0,56.763,14.7,998.7,0.9,0.0,NW,0.9,Guanyuan,False,Other
1921,2013,5,20,0,12.0,50.0,4.0,42.0,900.0,38.3418,11.7,998.4,5.6,0.0,SW,0.6,Guanyuan,False,Other
1922,2013,5,20,1,15.0,54.0,4.0,58.0,900.0,14.5656,11.5,998.4,3.5,0.0,WSW,0.9,Guanyuan,False,Other
1923,2013,5,20,2,16.0,82.0,4.0,62.0,900.0,13.923,13.0,997.9,4.4,0.0,SW,1.1,Guanyuan,False,Other
1924,2013,5,20,3,24.0,77.0,3.0,78.0,900.0,41.0,11.3,997.9,3.1,0.0,SSE,0.2,Guanyuan,False,Other
1925,2013,5,20,4,19.0,52.0,4.0,51.0,900.0,2.5704,9.4,998.3,3.4,0.0,W,1.0,Guanyuan,False,Other
1926,2013,5,20,5,18.0,60.0,5.0,78.0,900.0,41.0,9.7,998.8,3.2,0.0,WNW,1.1,Guanyuan,False,Other
1927,2013,5,20,6,23.0,110.0,13.0,68.0,900.0,5.355,16.8,999.0,1.2,0.0,SSW,2.2,Guanyuan,False,Other
1928,2013,5,20,7,24.0,118.0,13.0,53.0,900.0,19.278,20.0,998.9,-0.6,0.0,SW,3.7,Guanyuan,False,Other
1929,2013,5,20,8,22.0,103.0,13.0,46.0,900.0,32.7726,21.6,998.4,0.1,0.0,SSW,2.3,Guanyuan,False,Other
1930,2013,5,20,9,25.0,119.0,25.0,35.0,900.0,46.9098,23.0,997.4,-0.5,0.0,SW,5.0,Guanyuan,False,Other
1931,2013,5,20,10,37.0,140.0,25.0,29.0,900.0,66.1878,24.2,996.6,-1.6,0.0,SW,5.5,Guanyuan,False,Other
1932,2013,5,20,11,34.0,155.0,15.0,26.0,900.0,80.1108,25.9,995.8,1.9,0.0,SW,4.4,Guanyuan,False,Other
1933,2013,5,20,12,34.0,121.0,10.0,16.0,900.0,104.958,26.6,994.5,3.8,0.0,SSW,3.5,Guanyuan,False,Other
1934,2013,5,20,13,36.0,150.0,16.0,14.0,900.0,128.9484,27.3,993.4,2.4,0.0,SW,5.8,Guanyuan,False,Other
1935,2013,5,20,14,46.0,153.0,19.0,13.0,900.0,142.2288,27.3,993.0,3.0,0.0,SW,5.3,Guanyuan,False,Other
1936,2013,5,20,15,37.0,176.0,20.0,14.0,900.0,146.0844,26.9,992.4,2.7,0.0,SW,4.8,Guanyuan,False,Other
1937,2013,5,20,16,45.0,211.0,20.0,16.0,900.0,155.7234,26.8,991.7,3.9,0.0,SSW,4.1,Guanyuan,False,Other
1938,2013,5,20,17,41.0,201.0,15.0,19.0,900.0,148.6548,26.2,991.4,4.0,0.0,SW,5.1,Guanyuan,False,Other
1939,2013,5,20,18,42.0,188.0,15.0,22.0,900.0,148.4406,25.0,991.6,4.7,0.0,SW,4.4,Guanyuan,False,Other
1940,2013,5,20,19,44.0,186.0,18.0,26.0,900.0,139.4442,24.2,991.9,5.5,0.0,SW,4.0,Guanyuan,False,Other
1941,2013,5,20,20,49.0,193.0,35.0,33.0,900.0,128.7342,23.5,991.8,6.3,0.0,SW,4.0,Guanyuan,False,Other
1942,2013,5,20,21,53.0,200.0,37.0,42.0,900.0,106.029,23.2,991.5,6.9,0.0,SW,3.9,Guanyuan,False,Other
1943,2013,5,20,22,53.0,203.0,35.0,49.0,900.0,88.2504,22.6,990.9,5.9,0.0,SSW,2.6,Guanyuan,False,Other
1944,2013,5,20,23,56.0,205.0,35.0,36.0,900.0,101.9592,22.3,990.4,6.9,0.0,SW,2.5,Guanyuan,False,Other
1945,2013,5,21,0,63.0,225.0,37.0,38.0,900.0,96.6042,17.9,990.3,9.0,0.0,NNE,0.8,Guanyuan,False,Other
1946,2013,5,21,1,60.0,218.0,37.0,40.0,900.0,88.4646,16.9,990.4,7.8,0.0,NE,1.5,Guanyuan,False,Other
1947,2013,5,21,2,67.0,212.0,34.0,45.0,900.0,72.828,16.6,990.5,8.3,0.0,NNE,1.5,Guanyuan,False,Other
1948,2013,5,21,3,61.0,173.0,23.0,87.0,900.0,16.4934,16.1,990.6,8.1,0.0,NNE,1.3,Guanyuan,False,Other
1949,2013,5,21,4,59.0,193.0,17.0,101.0,900.0,41.0,15.5,991.0,8.5,0.0,NE,1.2,Guanyuan,False,Other
1950,2013,5,21,5,62.0,202.0,18.0,96.0,900.0,41.0,15.9,991.5,8.6,0.0,NE,1.8,Guanyuan,False,Other
1951,2013,5,21,6,76.0,214.0,22.0,88.0,900.0,4.0698,17.7,992.1,8.8,0.0,NE,1.6,Guanyuan,False,Other
1952,2013,5,21,7,70.0,205.0,33.0,80.0,900.0,14.5656,20.0,992.6,8.6,0.0,NNE,2.3,Guanyuan,False,Other
1953,2013,5,21,8,82.0,238.0,43.0,79.0,900.0,23.7762,22.4,993.0,9.9,0.0,NNE,2.6,Guanyuan,False,Other
1954,2013,5,21,9,80.0,258.0,49.0,76.0,900.0,40.2696,24.2,993.1,11.2,0.0,ENE,2.6,Guanyuan,False,Other
1955,2013,5,21,10,92.0,274.0,55.0,68.0,900.0,68.9724,25.0,993.0,11.2,0.0,ESE,1.2,Guanyuan,False,Other
1956,2013,5,21,11,92.0,274.0,57.0,68.0,900.0,94.248,26.3,992.9,11.6,0.0,SE,1.2,Guanyuan,False,Other
1957,2013,5,21,12,59.0,253.0,57.0,71.0,900.0,124.236,27.3,992.9,10.9,0.0,SE,1.7,Guanyuan,False,Other
1958,2013,5,21,13,98.0,239.0,57.0,58.0,900.0,41.0,28.1,993.3,12.0,0.0,NE,0.7,Guanyuan,False,Other
1959,2013,5,21,14,124.0,245.0,51.0,49.0,900.0,200.7054,27.2,993.2,12.0,0.0,ESE,2.2,Guanyuan,False,Other
1960,2013,5,21,15,116.0,265.0,52.0,56.0,900.0,197.9208,27.7,993.9,13.6,0.0,SSW,1.2,Guanyuan,False,Other
1961,2013,5,21,16,109.0,251.0,52.0,48.0,900.0,207.774,27.0,994.1,14.7,0.0,NE,1.3,Guanyuan,False,Other
1962,2013,5,21,17,118.0,270.0,49.0,44.0,900.0,225.3384,26.7,995.1,14.5,0.0,NE,0.9,Guanyuan,False,Other
1963,2013,5,21,18,112.0,258.0,52.0,52.0,900.0,217.1988,24.2,996.2,16.2,0.0,SW,0.7,Guanyuan,False,Other
1964,2013,5,21,19,121.0,272.0,52.0,59.0,900.0,200.0628,22.0,996.7,16.9,0.0,N,0.4,Guanyuan,False,Other
1965,2013,5,21,20,134.0,284.0,55.0,66.0,900.0,178.6428,20.9,998.5,15.7,0.0,SE,0.8,Guanyuan,False,Other
1966,2013,5,21,21,146.0,318.0,74.0,99.0,900.0,109.242,23.5,999.6,14.8,0.0,SE,1.7,Guanyuan,False,Other
1967,2013,5,21,22,139.0,269.0,89.0,57.0,900.0,147.798,22.5,1000.7,12.7,0.0,SW,1.4,Guanyuan,False,Other
1968,2013,5,21,23,106.0,190.0,74.0,54.0,900.0,129.8052,21.3,1001.3,10.5,0.0,SW,0.8,Guanyuan,False,Other
1969,2013,5,22,0,73.0,132.0,50.0,48.0,900.0,117.81,19.3,1001.9,10.8,0.0,SSW,0.6,Guanyuan,False,Other
1970,2013,5,22,1,69.0,136.0,39.0,51.0,900.0,96.1758,17.3,1001.6,9.7,0.0,SE,0.4,Guanyuan,False,Other
1971,2013,5,22,2,55.0,103.0,32.0,46.0,900.0,79.6824,16.6,1002.0,11.3,0.0,SSW,0.7,Guanyuan,False,Other
1972,2013,5,22,3,55.0,101.0,27.0,58.0,900.0,57.6198,16.0,1002.8,10.3,0.0,SSW,0.5,Guanyuan,False,Other
1973,2013,5,22,4,50.0,115.0,29.0,89.0,900.0,28.917,15.6,1003.5,10.1,0.0,NE,0.1,Guanyuan,False,Other
1974,2013,5,22,5,48.0,105.0,32.0,85.0,900.0,30.2022,15.5,1004.2,11.3,0.0,W,0.1,Guanyuan,False,Other
1975,2013,5,22,6,53.0,115.0,30.0,86.0,900.0,18.8496,19.0,1005.0,13.2,0.0,ENE,1.1,Guanyuan,False,Other
1976,2013,5,22,7,70.0,183.0,54.0,96.0,900.0,14.994,21.3,1005.1,12.2,0.0,NNE,1.8,Guanyuan,False,Other
1977,2013,5,22,8,88.0,206.0,49.0,113.0,900.0,15.8508,23.4,1005.8,11.8,0.0,SW,0.8,Guanyuan,False,Other
1978,2013,5,22,9,96.0,212.0,45.0,120.0,900.0,24.4188,25.4,1006.2,10.0,0.0,SW,1.9,Guanyuan,False,Other
1979,2013,5,22,10,107.0,174.0,59.0,105.0,900.0,59.3334,27.0,1006.1,9.8,0.0,S,1.6,Guanyuan,False,Other
1980,2013,5,22,11,111.0,179.0,70.0,70.0,900.0,116.3106,27.3,1006.2,11.3,0.0,SSE,1.5,Guanyuan,False,Other
1981,2013,5,22,12,102.0,192.0,72.0,43.0,900.0,181.6416,27.7,1005.4,12.1,0.0,SSE,2.1,Guanyuan,False,Other
1982,2013,5,22,13,98.0,217.0,76.0,33.0,900.0,220.8402,28.0,1005.1,11.1,0.0,S,1.9,Guanyuan,False,Other
1983,2013,5,22,14,104.0,183.0,69.0,31.0,900.0,212.4864,28.3,1004.9,10.9,0.0,SSE,2.2,Guanyuan,False,Other
1984,2013,5,22,15,65.0,138.0,38.0,25.0,900.0,192.78,27.0,1004.4,9.8,0.0,SSE,1.7,Guanyuan,False,Other
1985,2013,5,22,16,49.0,79.0,23.0,22.0,900.0,171.7884,26.6,1004.4,7.6,0.0,SSW,1.8,Guanyuan,False,Other
1986,2013,5,22,17,46.0,59.0,19.0,24.0,900.0,147.5838,25.6,1005.0,6.7,0.0,SW,2.3,Guanyuan,False,Other
1987,2013,5,22,18,38.0,98.0,20.0,27.0,900.0,143.7282,24.6,1005.3,6.3,0.0,SSW,1.2,Guanyuan,False,Other
1988,2013,5,22,19,34.0,63.0,17.0,40.0,900.0,116.9532,24.1,1006.5,4.4,0.0,SSW,1.5,Guanyuan,False,Other
1989,2013,5,22,20,35.0,65.0,10.0,44.0,900.0,94.0338,21.7,1006.8,5.1,0.0,SE,0.8,Guanyuan,False,Other
1990,2013,5,22,21,34.0,75.0,11.0,44.0,900.0,91.2492,19.6,1006.7,10.0,0.0,NE,0.4,Guanyuan,False,Other
1991,2013,5,22,22,35.0,90.0,11.0,67.0,900.0,60.4044,18.4,1006.6,10.7,0.0,W,0.5,Guanyuan,False,Other
1992,2013,5,22,23,35.0,75.0,14.0,63.0,900.0,58.2624,17.7,1006.5,11.9,0.0,NW,0.5,Guanyuan,False,Other
1993,2013,5,23,0,35.0,65.0,17.0,63.0,900.0,55.0494,16.2,1006.5,10.7,0.0,W,0.4,Guanyuan,False,Other
1994,2013,5,23,1,41.0,101.0,15.0,77.0,900.0,30.6306,15.3,1006.2,11.1,0.0,NE,0.2,Guanyuan,False,Other
1995,2013,5,23,2,32.0,57.0,12.0,82.0,900.0,22.2768,15.3,1006.1,9.2,0.0,ENE,0.7,Guanyuan,False,Other
1996,2013,5,23,3,37.0,80.0,10.0,88.0,900.0,4.7124,16.1,1005.8,7.8,0.0,NE,1.3,Guanyuan,False,Other
1997,2013,5,23,4,47.0,107.0,12.0,101.0,900.0,41.0,16.5,1005.8,8.7,0.0,NE,0.8,Guanyuan,False,Other
1998,2013,5,23,5,55.0,153.0,15.0,103.0,900.0,41.0,16.9,1006.6,8.8,0.0,ENE,0.6,Guanyuan,False,Other
1999,2013,5,23,6,47.0,96.0,17.0,96.0,900.0,1.4994,18.3,1006.9,12.3,0.0,W,0.4,Guanyuan,False,Other
2000,2013,5,23,7,32.0,99.0,15.0,84.0,900.0,10.2816,19.8,1006.6,10.8,0.0,ENE,0.9,Guanyuan,False,Other
2001,2013,5,23,8,33.0,99.0,16.0,91.0,900.0,8.3538,22.3,1006.8,9.8,0.0,ENE,1.1,Guanyuan,False,Other
2002,2013,5,23,9,46.0,82.0,17.0,88.0,900.0,17.136,24.1,1006.4,6.8,0.0,NW,0.6,Guanyuan,False,Other
2003,2013,5,23,10,49.0,114.0,19.0,88.0,900.0,24.633,25.5,1006.1,7.1,0.0,WNW,1.2,Guanyuan,False,Other
2004,2013,5,23,11,64.0,97.0,30.0,66.0,900.0,66.6162,26.8,1005.4,7.8,0.0,WSW,1.6,Guanyuan,False,Other
2005,2013,5,23,12,58.0,81.0,28.0,69.0,900.0,77.3262,28.1,1004.3,9.9,0.0,S,1.9,Guanyuan,False,Other
2006,2013,5,23,13,64.0,99.0,36.0,82.0,900.0,76.6836,28.1,1003.4,6.8,0.0,SW,1.1,Guanyuan,False,Other
2007,2013,5,23,14,74.0,149.0,47.0,87.0,900.0,103.887,28.4,1002.4,9.1,0.0,SSE,1.5,Guanyuan,False,Other
2008,2013,5,23,15,96.0,176.0,62.0,85.0,1700.0,146.0,28.9,1001.9,11.0,0.0,SSE,1.5,Guanyuan,False,Other
2009,2013,5,23,16,106.0,218.0,73.0,67.0,2000.0,192.0,29.0,1001.3,12.0,0.0,S,1.8,Guanyuan,False,Other
2010,2013,5,23,17,111.0,193.0,68.0,54.0,2000.0,222.0,27.9,1001.4,12.3,0.0,SSW,2.7,Guanyuan,False,Other
2011,2013,5,23,18,87.0,181.0,38.0,47.0,1300.0,222.0,26.5,1001.6,12.9,0.0,SW,1.2,Guanyuan,False,Other
2012,2013,5,23,19,88.0,188.0,38.0,45.0,1300.0,222.0,25.0,1002.4,14.2,0.0,SSW,1.1,Guanyuan,False,Other
2013,2013,5,23,20,92.0,194.0,38.0,47.0,1600.0,198.0,24.6,1003.7,15.0,0.0,SE,0.5,Guanyuan,False,Other
2014,2013,5,23,21,101.0,210.0,41.0,62.0,1800.0,162.0,22.4,1004.3,16.2,0.0,WNW,0.6,Guanyuan,False,Other
2015,2013,5,23,22,106.0,222.0,35.0,90.0,1899.0,104.0,21.2,1004.4,15.3,0.0,NNE,0.5,Guanyuan,False,Other
2016,2013,5,23,23,108.0,230.0,32.0,120.0,2000.0,59.0,20.6,1004.2,15.2,0.0,NE,0.4,Guanyuan,False,Other
2017,2013,5,24,0,112.0,194.0,29.0,132.0,2000.0,36.0,20.1,1004.1,15.3,0.0,NNE,1.2,Guanyuan,False,Other
2018,2013,5,24,1,132.0,265.0,28.0,140.0,2200.0,16.0,20.6,1004.5,13.8,0.0,NE,0.8,Guanyuan,False,Other
2019,2013,5,24,2,169.0,315.0,28.0,139.0,2700.0,9.0,19.5,1004.4,14.1,0.0,NNE,0.7,Guanyuan,False,Other
2020,2013,5,24,3,173.0,275.0,29.0,148.0,900.0,41.0,19.0,1004.4,13.8,0.0,NE,1.1,Guanyuan,False,Other
2021,2013,5,24,4,164.0,279.0,27.0,149.0,2600.0,2.0,18.4,1004.8,14.1,0.0,NE,1.0,Guanyuan,False,Other
2022,2013,5,24,5,154.0,242.0,27.0,139.0,2600.0,2.0,18.6,1005.7,15.1,0.0,NNE,0.6,Guanyuan,False,Other
2023,2013,5,24,6,180.0,387.0,26.0,118.0,2500.0,4.0,20.9,1006.2,17.9,0.0,SSW,0.6,Guanyuan,False,Other
2024,2013,5,24,7,225.0,348.0,37.0,104.0,2399.0,10.0,23.5,1006.5,16.5,0.0,NE,1.0,Guanyuan,False,Other
2025,2013,5,24,8,198.0,280.0,62.0,102.0,2700.0,43.0,25.7,1006.7,13.9,0.0,N,2.0,Guanyuan,False,Other
2026,2013,5,24,9,133.0,280.0,51.0,81.0,2000.0,66.0,27.4,1007.0,11.8,0.0,N,1.3,Guanyuan,False,Other
2027,2013,5,24,10,63.0,53.0,23.0,52.0,1000.0,62.0,29.7,1006.8,10.8,0.0,ENE,2.1,Guanyuan,False,Other
2028,2013,5,24,11,46.0,49.0,13.0,34.0,700.0,92.0,30.5,1006.9,10.5,0.0,NE,3.6,Guanyuan,False,Other
2029,2013,5,24,12,37.0,85.0,12.0,21.0,500.0,126.0,30.1,1006.6,13.0,0.0,E,1.3,Guanyuan,False,Other
2030,2013,5,24,13,37.0,98.0,12.0,17.0,500.0,137.0,30.3,1006.4,13.6,0.0,NE,1.8,Guanyuan,False,Other
2031,2013,5,24,14,50.0,103.0,15.0,21.0,600.0,161.0,29.5,1006.4,13.3,0.0,NE,2.2,Guanyuan,False,Other
2032,2013,5,24,15,47.0,94.0,17.0,22.0,600.0,153.0,27.1,1006.7,14.1,0.0,E,3.4,Guanyuan,False,Other
2033,2013,5,24,16,146.0,432.0,84.0,55.0,3899.0,138.0,24.9,1006.9,15.0,0.0,ESE,2.9,Guanyuan,False,Other
2034,2013,5,24,17,107.0,432.0,46.0,37.0,1700.0,134.0,24.1,1006.6,13.6,0.0,E,1.0,Guanyuan,False,Other
2035,2013,5,24,18,47.0,33.0,26.0,35.0,900.0,111.0,24.0,1006.7,12.9,0.0,NE,0.8,Guanyuan,False,Other
2036,2013,5,24,19,39.0,13.0,21.0,32.0,700.0,97.0,22.3,1007.0,13.1,0.0,ENE,0.8,Guanyuan,False,Other
2037,2013,5,24,20,46.0,47.0,19.0,38.0,800.0,90.0,21.9,1007.5,13.0,0.0,NE,1.6,Guanyuan,False,Other
2038,2013,5,24,21,30.0,47.0,15.0,48.0,500.0,52.0,21.7,1008.0,12.5,0.0,NNE,0.8,Guanyuan,False,Other
2039,2013,5,24,22,23.0,37.0,10.0,49.0,400.0,43.0,20.6,1008.0,15.8,0.0,WSW,0.5,Guanyuan,False,Other
2040,2013,5,24,23,25.0,43.0,10.0,46.0,500.0,42.0,20.0,1008.0,15.0,0.0,N,0.0,Guanyuan,False,Other
2041,2013,5,25,0,32.0,73.0,9.0,63.0,500.0,21.0,19.7,1007.7,15.3,0.0,ENE,0.5,Guanyuan,False,Other
2042,2013,5,25,1,29.0,66.0,8.0,84.0,600.0,3.0,19.5,1007.1,14.3,0.0,N,0.5,Guanyuan,False,Other
2043,2013,5,25,2,23.0,37.0,7.0,65.0,500.0,21.0,18.8,1006.7,13.0,0.0,N,0.4,Guanyuan,False,Other
2044,2013,5,25,3,22.0,38.0,8.0,65.0,400.0,18.0,18.0,1006.6,13.5,0.0,NE,0.8,Guanyuan,False,Other
2045,2013,5,25,4,32.0,70.0,7.0,85.0,500.0,2.0,17.9,1006.7,13.6,0.0,NE,1.4,Guanyuan,False,Other
2046,2013,5,25,5,35.0,82.0,6.0,83.0,700.0,2.0,18.3,1007.0,13.8,0.0,NE,1.0,Guanyuan,False,Other
2047,2013,5,25,6,36.0,95.0,8.0,72.0,500.0,2.0,19.7,1006.8,13.8,0.0,NNE,1.2,Guanyuan,False,Other
2048,2013,5,25,7,26.0,78.0,11.0,56.0,400.0,12.0,21.8,1006.8,13.7,0.0,ESE,1.1,Guanyuan,False,Other
2049,2013,5,25,8,18.0,40.0,13.0,40.0,300.0,38.0,23.9,1006.7,13.7,0.0,SSW,1.2,Guanyuan,False,Other
2050,2013,5,25,9,25.0,49.0,14.0,46.0,400.0,49.0,26.1,1006.4,13.9,0.0,SE,0.7,Guanyuan,False,Other
2051,2013,5,25,10,45.0,91.0,16.0,72.0,600.0,56.0,27.1,1006.1,12.3,0.0,SSW,1.5,Guanyuan,False,Other
2052,2013,5,25,11,54.0,62.0,21.0,62.0,700.0,99.0,28.0,1005.5,11.9,0.0,S,2.1,Guanyuan,False,Other
2053,2013,5,25,12,56.0,87.0,50.0,42.0,1100.0,135.0,28.7,1004.5,10.4,0.0,S,1.9,Guanyuan,False,Other
